"movie_imdb_id","movie_names","production_company","id","id_str","name","screen_name","verified","hashtag_movie","movie_release_dates_list","toDate","fromDate"
"tt2076822","Chaos Walking","Lionsgate / Bron Creative / 3 Arts Entertainment",884862510553153536,"884862510553153536","Chaos Walking <U+3007>°","ChaosWalking",TRUE,"#ChaosWalking",2021-03-05,"202103050000","202102030000"
"tt2231874","Every Breath You Take","Vertical Entertainment",NA,NA,NA,NA,NA,"#EveryBreathYouTake",2021-04-02,"202104020000","202103030000"
"tt2235372","Son of the South","Vertical Entertainment",NA,NA,NA,NA,NA,"#SonoftheSouth",2021-02-05,"202102050000","202101060000"
"tt2304637","Flag Day","Metro-Goldwyn-Mayer",NA,NA,NA,NA,NA,"#FlagDay",2021-08-20,"202108200000","202107210000"
"tt2382320","No Time to Die","Metro-Goldwyn-Mayer / Eon Productions",NA,NA,NA,NA,NA,"#NoTimetoDie",2021-10-08,"202110080000","202109080000"
"tt2397461","Clifford the Big Red Dog","Paramount Pictures / Entertainment One / Paramount+",1128440335607009280,"1128440335607009280","Clifford the Big Red Dog","CliffordMovie",TRUE,"#CliffordtheBigRedDog",2021-11-10,"202111100000","202110110000"
"tt2452150","Respect","Metro-Goldwyn-Mayer / Bron Creative",90216414,"90216414","RESPECT. MAGAZINE","RESPECTMAG",TRUE,"#Respect",2021-08-13,"202108130000","202107140000"
"tt2677722","City of Lies","Saban Films / Miramax",778007473856794624,"778007473856794624","City of Lies","CityofLiesMovie",TRUE,"#CityofLies",2021-03-19,"202103190000","202102170000"
"tt2953050","Encanto","Walt Disney Pictures / Walt Disney Animation Studios",1337146611885957120,"1337146611885957121","Disney's Encanto","EncantoMovie",TRUE,"#Encanto",2021-11-24,"202111240000","202110250000"
"tt3108894","The Tender Bar","Amazon Studios",NA,NA,NA,NA,NA,"#TheTenderBar",2022-01-07,"202201070000","202112080000"
"tt3215824","Those Who Wish Me Dead","Warner Bros. Pictures / New Line Cinema / Bron Creative / HBO Max",NA,NA,NA,NA,NA,"#ThoseWhoWishMeDead",2021-05-14,"202105140000","202104140000"
"tt3228774","Cruella","Walt Disney Pictures / Disney+",1156761295447715840,"1156761295447715840","Cruella","cruella",TRUE,"#Cruella",2021-05-28,"202105280000","202104280000"
"tt3272066","Reminiscence","Warner Bros. Pictures / FilmNation Entertainment / HBO Max",1171899237447061504,"1171899237447061504","Reminiscence Film","Reminiscence",TRUE,"#Reminiscence",2021-08-20,"202108200000","202107210000"
"tt3420504","Finch","Apple TV+ / Amblin Entertainment / Walden Media / ImageMovers",24838466,"24838466","Finch","OfficialFinch",TRUE,"#Finch",2021-11-05,"202111050000","202110060000"
"tt3480822","Black Widow","Marvel Studios / Disney+",1110257199299870720,"1110257199299870722","Black Widow","theblackwidow",TRUE,"#BlackWidow",2021-07-09,"202107090000","202106090000"
"tt3554046","Space Jam: A New Legacy","Warner Bros. Pictures / Warner Animation Group / HBO Max",1034198922888007680,"1034198922888007680","Space Jam: A New Legacy","spacejammovie",TRUE,"#SpaceJam:ANewLegacy",2021-07-15,"202107150000","202106150000"
"tt3581652","West Side Story","20th Century Studios / Amblin Entertainment / TSG Entertainment",1235646312281829376,"1235646312281829377","West Side Story","WestSideMovie",TRUE,"#WestSideStory",2021-12-10,"202112100000","202111100000"
"tt3626476","Vacation Friends","Hulu / 20th Century Studios",1399785297890529280,"1399785297890529280","Vacation Friends","VacationFriends",TRUE,"#VacationFriends",2021-08-27,"202108270000","202107280000"
"tt3661210","The Dig","Netflix / Clerkenwell Films",NA,NA,NA,NA,NA,"#TheDig",2021-01-29,"202101290000","202012300000"
"tt3758814","The Ice Road","Netflix",15846407,"15846407","Ellen DeGeneres","TheEllenShow",TRUE,"#TheIceRoad",2021-06-25,"202106250000","202105260000"
"tt3797512","Barb and Star Go to Vista Del Mar","Lionsgate / Gloria Sanchez Productions",NA,NA,NA,NA,NA,"#BarbandStarGotoVistaDelMar",2021-02-12,"202102120000","202101130000"
"tt3811906","Malignant","Warner Bros. Pictures / New Line Cinema / HBO Max",NA,NA,NA,NA,NA,"#Malignant",2021-09-10,"202109100000","202108110000"
"tt3876910","Dangerous","Lionsgate",929904769,"929904769","Elite Dangerous","EliteDangerous",TRUE,"#Dangerous",2021-11-05,"202111050000","202110060000"
"tt3885422","The Spine of Night","RLJE Films / Shudder",NA,NA,NA,NA,NA,"#TheSpineofNight",2021-03-18,"202103180000","202102160000"
"tt3910630","Grace and Grit","Quiver Distribution",NA,NA,NA,NA,NA,"#GraceandGrit",2021-06-04,"202106040000","202105050000"
"tt3986420","Trust","Vertical Entertainment",707691738396135424,"707691738396135424","Trust","TrustFX",TRUE,"#Trust",2021-03-12,"202103120000","202102100000"
"tt4136456","The Virtuoso","Lionsgate",NA,NA,NA,NA,NA,"#TheVirtuoso",2021-04-30,"202104300000","202103310000"
"tt4244994","The Last Duel","20th Century Studios / Scott Free Productions / Pearl Street Films",1408159493293178880,"1408159493293178881","The Last Duel","TheLastDuelFilm",TRUE,"#TheLastDuel",2021-10-15,"202110150000","202109150000"
"tt4513678","Ghostbusters: Afterlife","Columbia Pictures / Bron Creative / Ghost Corps",2400329084,"2400329084","Ghostbusters","Ghostbusters",TRUE,"#Ghostbusters:Afterlife",2021-11-19,"202111190000","202110200000"
"tt4590256","He's All That","Netflix / Miramax",1271499849922310144,"1271499849922310144","He's All That","HesAllThatMovie",TRUE,"#He'sAllThat",2021-08-27,"202108270000","202107280000"
"tt4651466","Joe Bell","Roadside Attractions / Nine Stories Productions",NA,NA,NA,NA,NA,"#JoeBell",2021-07-23,"202107230000","202106230000"
"tt4669252","Georgetown","Vertical Entertainment",7856542,"7856542","Georgetown University","Georgetown",TRUE,"#Georgetown",2021-05-14,"202105140000","202104140000"
"tt4733624","Fatherhood","Netflix / Columbia Pictures / Bron Creative",NA,NA,NA,NA,NA,"#Fatherhood",2021-06-18,"202106180000","202105190000"
"tt4761112","The Mauritanian","STXfilms / Topic Studios / BBC Film",1319419694554574848,"1319419694554574849","The Mauritanian","TheMauritanian",TRUE,"#TheMauritanian",2021-03-02,"202103020000","202101310000"
"tt4779326","The Water Man","RLJE Films",198573449,"198573449","World Bank Water","WorldBankWater",TRUE,"#TheWaterMan",2021-05-07,"202105070000","202104070000"
"tt4823776","The SpongeBob Movie: Sponge on the Run","Paramount+ / Paramount Animation / Nickelodeon Movies / MRC",2447749879,"2447749879","The SpongeBob Movie: Sponge on the Run","SpongeBobMovie",TRUE,"#TheSpongeBobMovie:SpongeontheRun",2021-03-04,"202103040000","202102020000"
"tt4876134","The Misfits","The Avenue Entertainment",18491161,"18491161","The Misfits","themisfits",TRUE,"#TheMisfits",2021-06-11,"202106110000","202105120000"
"tt4995540","Being the Ricardos","Amazon Studios / Escape Artists",NA,NA,NA,NA,NA,"#BeingtheRicardos",2021-12-21,"202112210000","202111210000"
"tt5034838","Godzilla vs. Kong","Warner Bros. Pictures / Legendary Entertainment / HBO Max",1205205643310727168,"1205205643310727168","Godzilla vs. Kong","GodzillaVsKong",TRUE,"#Godzillavs.Kong",2021-03-31,"202103310000","202103010000"
"tt5078852","Lansky","Vertical Entertainment",18829753,"18829753","Sam Lansky","samlansky",TRUE,"#Lansky",2021-06-25,"202106250000","202105260000"
"tt5109280","Raya and the Last Dragon","Walt Disney Pictures / Walt Disney Animation Studios / Disney+",1159259219662495744,"1159259219662495744","Raya and the Last Dragon","DisneyRaya",TRUE,"#RayaandtheLastDragon",2021-03-05,"202103050000","202102030000"
"tt5164438","The Starling","Netflix / Entertainment One",NA,NA,NA,NA,NA,"#TheStarling",2021-09-24,"202109240000","202108250000"
"tt5433138","F9","Universal Pictures / Original Film / One Race Films / Roth/Kirschenbaum Films",223622368,"223622368","#F9","TheFastSaga",TRUE,"#F9",2021-06-25,"202106250000","202105260000"
"tt5439812","Zola","A24",1215721969154494464,"1215721969154494464","Zola","ZolaMovie",TRUE,"#Zola",2021-06-30,"202106300000","202105310000"
"tt5554356","The Evening Hour","Strand Releasing",NA,NA,NA,NA,NA,"#TheEveningHour",2021-07-13,"202107130000","202106130000"
"tt5562070","Wish Dragon","Netflix / Columbia Pictures / Sony Pictures Animation / Tencent Pictures",NA,NA,NA,NA,NA,"#WishDragon",2021-06-11,"202106110000","202105120000"
"tt5563324","Intrusion","Netflix",NA,NA,NA,NA,NA,"#Intrusion",2021-09-22,"202109220000","202108230000"
"tt5688068","Above Suspicion","Lionsgate",NA,NA,NA,NA,NA,"#AboveSuspicion",2021-05-07,"202105070000","202104070000"
"tt5748448","Copshop","Open Road Films",1387844282845777920,"1387844282845777923","COPSHOP","CopShopMovie",TRUE,"#Copshop",2021-09-17,"202109170000","202108180000"
"tt5932368","Vanquish","Lionsgate",NA,NA,NA,NA,NA,"#Vanquish",2021-04-16,"202104160000","202103170000"
"tt6060444","The Paper Tigers","Well Go USA Entertainment",769309198253297664,"769309198253297664","The Paper Tigers","_ThePaperTigers",TRUE,"#ThePaperTigers",2021-05-07,"202105070000","202104070000"
"tt6074542","Friend of the World","Charybdis Pictures",NA,NA,NA,NA,NA,"#FriendoftheWorld",2021-06-14,"202106140000","202105150000"
"tt6079772","The Prot<e9>g<e9>","Lionsgate / Millennium Media / Ingenious Media",NA,NA,NA,NA,NA,"#TheProt<U+FFFD>g<U+FFFD>",2021-08-20,"202108200000","202107210000"
"tt6111574","The Woman in the Window","Netflix / 20th Century Studios / Fox 2000 Pictures",1202035025937518592,"1202035025937518593","The Woman in the Window","doctorisin",TRUE,"#TheWomanintheWindow",2021-05-14,"202105140000","202104140000"
"tt6246322","Don't Breathe 2","Screen Gems / Stage 6 Films / Ghost House Pictures",NA,NA,NA,NA,NA,"#Don'tBreathe2",2021-08-13,"202108130000","202107140000"
"tt6264654","Free Guy","20th Century Studios / 21 Laps Entertainment / Maximum Effort / TSG Entertainment",1124396327046041600,"1124396327046041600","Free Guy","FreeGuyMovie",TRUE,"#FreeGuy",2021-08-13,"202108130000","202107140000"
"tt6317656","Penguin Bloom","Netflix / Roadshow Films",NA,NA,NA,NA,NA,"#PenguinBloom",2021-01-27,"202101270000","202012280000"
"tt6334354","The Suicide Squad","Warner Bros. Pictures / DC Films / Atlas Entertainment / HBO Max",3278809183,"3278809183","The Suicide Squad","SuicideSquadWB",TRUE,"#TheSuicideSquad",2021-08-05,"202108050000","202107060000"
"tt6338498","Vivo","Netflix / Columbia Pictures / Sony Pictures Animation",43218789,"43218789","Vivo","vivobr",TRUE,"#Vivo",2021-08-06,"202108060000","202107070000"
"tt6341832","Oxygen","Netflix",17792620,"17792620","Oxygen","oxygen",TRUE,"#Oxygen",2021-05-12,"202105120000","202104120000"
"tt6372694","Prisoners of the Ghostland","RLJE Films",NA,NA,NA,NA,NA,"#PrisonersoftheGhostland",2021-09-17,"202109170000","202108180000"
"tt6384920","Under the Stadium Lights","Film Bridge International / Saban Films",NA,NA,NA,NA,NA,"#UndertheStadiumLights",2021-06-04,"202106040000","202105050000"
"tt6432466","Moxie","Netflix",76980293,"76980293","Moxie Marlinspike","moxie",TRUE,"#Moxie",2021-03-03,"202103030000","202102010000"
"tt6461318","Lorelei","Vertical Entertainment",25798630,"25798630","Lorelei King<U+0001F49B>","LoreleiKing",TRUE,"#Lorelei",2021-07-30,"202107300000","202106300000"
"tt6467266","Sing 2","Universal Pictures / Illumination",4105268233,"4105268233","Sing 2","singmovie",TRUE,"#Sing2",2021-12-22,"202112220000","202111220000"
"tt6484398","Broken Diamonds","FilmRise / Black Label Media",250486410,"250486410","FilmRise TV and Movies","filmrisetv",TRUE,"#BrokenDiamonds",2021-07-23,"202107230000","202106230000"
"tt6561576","Bad Candy","Dread",NA,NA,NA,NA,NA,"#BadCandy",2021-09-10,"202109100000","202108110000"
"tt6566576","Fear Street Part One: 1994","Netflix / Chernin Entertainment",NA,NA,NA,NA,NA,"#FearStreetPartOne:1994",2021-07-02,"202107020000","202106020000"
"tt6571548","The White Tiger","Netflix",384210112,"384210112","The White Tiger","JohnLindahl",TRUE,"#TheWhiteTiger",2021-01-22,"202101220000","202012230000"
"tt6588950","Senior Moment","Screen Media Films",NA,NA,NA,NA,NA,"#SeniorMoment",2021-03-26,"202103260000","202102240000"
"tt6654210","Infinite","Paramount+ / Paramount Pictures",22940219,"22940219","Marshall Mathers","Eminem",TRUE,"#Infinite",2021-06-10,"202106100000","202105110000"
"tt6714432","The Loud House Movie","Netflix Animation / Nickelodeon Movies",NA,NA,NA,NA,NA,"#TheLoudHouseMovie",2021-08-20,"202108200000","202107210000"
"tt6733874","America: The Motion Picture","Netflix / Floyd County Productions",289072583,"289072583","Motion Picture Association","motionpictures",TRUE,"#America:TheMotionPicture",2021-06-30,"202106300000","202105310000"
"tt6802400","Coming 2 America","Amazon Studios / Paramount Pictures",590785921,"590785921","Nomzamo Mbatha","NomzamoMbatha",TRUE,"#Coming2America",2021-03-05,"202103050000","202102030000"
"tt6856242","The King's Man","20th Century Studios / Marv Studios / TSG Entertainment",2347982916,"2347982916","The King's Man","KingsmanMovie",TRUE,"#TheKing'sMan",2021-12-22,"202112220000","202111220000"
"tt6857376","Palmer","Apple TV+",10798802,"10798802","Amanda Palmer <U+0001F3B9>","amandapalmer",TRUE,"#Palmer",2021-01-29,"202101290000","202012300000"
"tt6902332","The Marksman","Open Road Films",1313315656389980160,"1313315656389980160","The Marksman","TheMarksmanMov",TRUE,"#TheMarksman",2021-01-15,"202101150000","202012160000"
"tt6920084","Resident Evil: Welcome to Raccoon City","Screen Gems / Constantin Film / Davis Films",NA,NA,NA,NA,NA,"#ResidentEvil:WelcometoRaccoonCity",2021-11-24,"202111240000","202110250000"
"tt6932874","The Boss Baby: Family Business","Universal Pictures / DreamWorks Animation / Peacock",NA,NA,NA,NA,NA,"#TheBossBaby:FamilyBusiness",2021-07-02,"202107020000","202106020000"
"tt6992978","The Souvenir Part II","A24 / BBC Film",1083475051993853952,"1083475051993853954","The Souvenir Part II","TheSouvenir",TRUE,"#TheSouvenirPartII",2021-09-26,"202109260000","202108270000"
"tt7069210","The Conjuring: The Devil Made Me Do It","Warner Bros. Pictures / New Line Cinema / HBO Max",785244157,"785244157","The Conjuring","TheConjuring",TRUE,"#TheConjuring:TheDevilMadeMeDoIt",2021-06-04,"202106040000","202105050000"
"tt7097896","Venom: Let There Be Carnage","Columbia Pictures / Marvel Entertainment / Tencent Pictures",865635702121185280,"865635702121185280","#Venom: Let There Be Carnage","VenomMovie",TRUE,"#Venom:LetThereBeCarnage",2021-10-01,"202110010000","202109010000"
"tt7099280","Needle in a Timestack","Lionsgate / Bron Studios",1427728238420185088,"1427728238420185089","Needle in a Timestack","needletimestack",TRUE,"#NeedleinaTimestack",2021-10-15,"202110150000","202109150000"
"tt7230750","The Velvet Underground","Apple TV+ / PolyGram Entertainment",NA,NA,NA,NA,NA,"#TheVelvetUnderground",2021-10-15,"202110150000","202109150000"
"tt7504818","Ron's Gone Wrong","20th Century Studios / Locksmith Animation / TSG Entertainment",1251299736876748800,"1251299736876748802","Ron's Gone Wrong","ronsgonewrong",TRUE,"#Ron'sGoneWrong",2021-10-22,"202110220000","202109220000"
"tt7524444","The House Next Door: Meet the Blacks 2","Lionsgate",2855922708,"2855922708","The House Next Door: Meet the Blacks 2","MeettheBlacks",TRUE,"#TheHouseNextDoor:MeettheBlacks2",2021-06-11,"202106110000","202105120000"
"tt7541720","Music","Vertical Entertainment",NA,NA,NA,NA,NA,"#Music",2021-02-12,"202102120000","202101130000"
"tt7638348","Boss Level","Hulu / Ingenious Media",NA,NA,NA,NA,NA,"#BossLevel",2021-03-05,"202103050000","202102030000"
"tt7638556","Come from Away","Apple TV+ / Entertainment One",4805531415,"4805531415","Come From Away","wecomefromaway",TRUE,"#ComefromAway",2021-09-10,"202109100000","202108110000"
"tt7737528","Kate","Netflix / 87North Productions",2572261366,"2572261366","Kate","katebarstool",TRUE,"#Kate",2021-09-10,"202109100000","202108110000"
"tt7737640","Breaking News in Yuba County","American International Pictures / AGC Studios / Nine Stories Productions",NA,NA,NA,NA,NA,"#BreakingNewsinYubaCounty",2021-02-12,"202102120000","202101130000"
"tt7740496","Nightmare Alley","Searchlight Pictures / TSG Entertainment",1172591259774410752,"1172591259774410752","Nightmare Alley","Nightmare_Alley",TRUE,"#NightmareAlley",2021-12-17,"202112170000","202111170000"
"tt7740510","Antlers","Searchlight Pictures / TSG Entertainment",1045773502320537600,"1045773502320537600","Antlers","AntlersMovie",TRUE,"#Antlers",2021-10-29,"202110290000","202109290000"
"tt7888964","Nobody","Universal Pictures / Perfect World Pictures / 87North Productions",1173723995968983040,"1173723995968983040","Nobody","NobodyMovie",TRUE,"#Nobody",2021-03-26,"202103260000","202102240000"
"tt7937254","Silk Road","Lionsgate",NA,NA,NA,NA,NA,"#SilkRoad",2021-02-19,"202102190000","202101200000"
"tt7979580","The Mitchells vs. the Machines","Netflix / Columbia Pictures / Sony Pictures Animation",1220040267538894848,"1220040267538894848","The Mitchells vs. The Machines","MitchellsMovie",TRUE,"#TheMitchellsvs.theMachines",2021-04-30,"202104300000","202103310000"
"tt7991608","Red Notice","Netflix / Flynn Picture Company / Seven Bucks Productions",NA,NA,NA,NA,NA,"#RedNotice",2021-11-12,"202111120000","202110130000"
"tt8009744","Worth","Netflix",50464362,"50464362","City of Fort Worth","CityofFortWorth",TRUE,"#Worth",2021-09-03,"202109030000","202108040000"
"tt8046498","Don't Tell a Soul","Lionsgate / Saban Films",NA,NA,NA,NA,NA,"#Don'tTellaSoul",2021-01-15,"202101150000","202012160000"
"tt8110004","PVT Chat","Dark Star Pictures",NA,NA,NA,NA,NA,"#PVTChat",2021-02-09,"202102090000","202101100000"
"tt8110232","The Many Saints of Newark","Warner Bros. Pictures / New Line Cinema / HBO Films / HBO Max",1233112075414540288,"1233112075414540288","The Many Saints Of Newark","newarkmovie",TRUE,"#TheManySaintsofNewark",2021-10-01,"202110010000","202109010000"
"tt8114980","Willy's Wonderland","Screen Media Films",NA,NA,NA,NA,NA,"#Willy'sWonderland",2021-02-12,"202102120000","202101130000"
"tt8150814","There's Someone Inside Your House","Netflix / 21 Laps Entertainment",262198050,"262198050","Patrick Brice","patrick_brice",TRUE,"#There'sSomeoneInsideYourHouse",2021-10-06,"202110060000","202109060000"
"tt8231668","Good on Paper","Netflix / Universal Pictures",NA,NA,NA,NA,NA,"#GoodonPaper",2021-06-23,"202106230000","202105240000"
"tt8241000","Extinct","Netflix / Tencent Pictures",101078954,"101078954","Totally Enormous Extinct Dinosaurs","TEEDinosaurs",TRUE,"#Extinct",2021-11-19,"202111190000","202110200000"
"tt8310474","Bruised","Netflix / Thunder Road Films",NA,NA,NA,NA,NA,"#Bruised",2021-11-24,"202111240000","202110250000"
"tt8332922","A Quiet Place Part II","Paramount Pictures / Platinum Dunes / Sunday Night Productions",879477271735574528,"879477271735574529","A Quiet Place Part II","quietplacemovie",TRUE,"#AQuietPlacePartII",2021-05-28,"202105280000","202104280000"
"tt8337158","Rumble","Paramount+ / Paramount Animation / WWE Studios / Walden Media",808080314,"808080314","Rumble","rumblevideo",TRUE,"#Rumble",2021-12-15,"202112150000","202111150000"
"tt8338076","Queen Bees","Gravitas Ventures",NA,NA,NA,NA,NA,"#QueenBees",2021-06-11,"202106110000","202105120000"
"tt8368408","Gunpowder Milkshake","Netflix / StudioCanal / STXfilms / The Picture Company",NA,NA,NA,NA,NA,"#GunpowderMilkshake",2021-07-14,"202107140000","202106140000"
"tt8368512","The Courier","Roadside Attractions / FilmNation Entertainment",48622982,"48622982","The Courier","ballaratcourier",TRUE,"#TheCourier",2021-03-19,"202103190000","202102170000"
"tt8371236","Playing God","Vertical Entertainment",NA,NA,NA,NA,NA,"#PlayingGod",2021-08-06,"202108060000","202107070000"
"tt8372094","Flashback","Lionsgate",20452576,"20452576","Flashback Records","flashbacklondon",TRUE,"#Flashback",2021-06-04,"202106040000","202105050000"
"tt8376234","Peter Rabbit 2: The Runaway","Columbia Pictures / MRC / Animal Logic",780814400575844352,"780814400575844352","Peter Rabbit","PeterRabbit",TRUE,"#PeterRabbit2:TheRunaway",2021-06-11,"202106110000","202105120000"
"tt8385148","Hitman's Wife's Bodyguard","Lionsgate / Summit Entertainment / Millennium Media",796080987314585600,"796080987314585600","The Hitman's Wife's Bodyguard","HitmanBodyguard",TRUE,"#Hitman'sWife'sBodyguard",2021-06-16,"202106160000","202105170000"
"tt8399288","Memoria","Neon",193533203,"193533203","Centro Nacional de Memoria Histórica","CentroMemoriaH",TRUE,"#Memoria",2021-10-05,"202110050000","202109050000"
"tt8404256","Snake Eyes","Paramount Pictures / Metro-Goldwyn-Mayer / Skydance Media / Entertainment One",1169019367054630912,"1169019367054630912","Snake Eyes","SnakeEyesMovie",TRUE,"#SnakeEyes",2021-07-23,"202107230000","202106230000"
"tt8430054","Flee","Neon / Participant / Vice Studios",NA,NA,NA,NA,NA,"#Flee",2021-01-28,"202101280000","202012290000"
"tt8482584","12 Mighty Orphans","Sony Pictures Classics",NA,NA,NA,NA,NA,"#12MightyOrphans",2021-06-11,"202106110000","202105120000"
"tt8521718","The United States vs. Billie Holiday","Hulu / Roth/Kirschenbaum Films",1165251197596557312,"1165251197596557312","The U.S. vs. Billie Holiday","USvsBillie",TRUE,"#TheUnitedStatesvs.BillieHoliday",2021-02-26,"202102260000","202101270000"
"tt8521736","Flora & Ulysses","Disney+ / Walt Disney Pictures",1015674379,"1015674379","Brad Copeland","BradLand",TRUE,"#Flora&Ulysses",2021-02-19,"202102190000","202101200000"
"tt8521876","Yes Day","Netflix",233129313,"233129313","Daily Norseman: It's a New Day, Yes It Is!","DailyNorseman",TRUE,"#YesDay",2021-03-12,"202103120000","202102100000"
"tt8610436","The Sparks Brothers","Focus Features / MRC",1358902677472759808,"1358902677472759811","The Sparks Brothers","SparksBrothers",TRUE,"#TheSparksBrothers",2021-06-18,"202106180000","202105190000"
"tt8635092","Everybody's Talking About Jamie","Amazon Studios / Regency Enterprises / Film4",1147172981841391616,"1147172981841391616","Everybody's Talking About Jamie","JamieMovie",TRUE,"#Everybody'sTalkingAboutJamie",2021-09-17,"202109170000","202108180000"
"tt8718158","The Hating Game","Vertical Entertainment",NA,NA,NA,NA,NA,"#TheHatingGame",2021-12-10,"202112100000","202111100000"
"tt8721424","Tick, Tick... Boom!","Netflix / Imagine Entertainment",NA,NA,NA,NA,NA,"#Tick,Tick...Boom!",2021-11-19,"202111190000","202110200000"
"tt8722624","Really Love","Netflix",262208274,"262208274","WHO REALLY LOVE ME 2 <U+0001F494>","1026SpacejamBo",TRUE,"#ReallyLove",2021-08-25,"202108250000","202107260000"
"tt8760280","Finding You","Roadside Attractions",NA,NA,NA,NA,NA,"#FindingYou",2021-05-14,"202105140000","202104140000"
"tt8846176","Concrete Cowboy","Netflix",NA,NA,NA,NA,NA,"#ConcreteCowboy",2021-04-02,"202104020000","202103030000"
"tt8847712","The French Dispatch","Searchlight Pictures / Indian Paintbrush",1173693673717944320,"1173693673717944320","The French Dispatch","french_dispatch",TRUE,"#TheFrenchDispatch",2021-10-22,"202110220000","202109220000"
"tt8884906","Monday","IFC Films",NA,NA,NA,NA,NA,"#Monday",2021-04-16,"202104160000","202103170000"
"tt8893974","Passing","Netflix / Film4 / Gamechanger Films / Endeavor Content",NA,NA,NA,NA,NA,"#Passing",2021-11-10,"202111100000","202110110000"
"tt8906722","The Killing of Kenneth Chamberlain","Gravitas Ventures",NA,NA,NA,NA,NA,"#TheKillingofKennethChamberlain",2021-11-19,"202111190000","202110200000"
"tt8956324","Warning","Lionsgate",778882057,"778882057","NWS Tsunami Alerts","NWS_NTWC",TRUE,"#Warning",2021-10-22,"202110220000","202109220000"
"tt9032400","Eternals","Marvel Studios",1086709184874377216,"1086709184874377217","Eternals","TheEternals",TRUE,"#Eternals",2021-11-05,"202111050000","202110060000"
"tt9054192","Queenpins","STXfilms / AGC Studios",1296485222700027904,"1296485222700027906","Queenpins Movie","QueenpinsMovie",TRUE,"#Queenpins",2021-09-10,"202109100000","202108110000"
"tt9098454","The Girl Who Believes in Miracles","Atlas Distribution Company",NA,NA,NA,NA,NA,"#TheGirlWhoBelievesinMiracles",2021-04-02,"202104020000","202103030000"
"tt9100054","The Lost Daughter","Netflix / Endeavor Content",1427740675571810304,"1427740675571810307","the LOST DAUGHTER","thelostdaughter",TRUE,"#TheLostDaughter",2021-12-31,"202112310000","202112010000"
"tt9110170","Wrong Turn","Saban Films / Constantin Film",NA,NA,NA,NA,NA,"#WrongTurn",2021-02-26,"202102260000","202101270000"
"tt9115530","The Eyes of Tammy Faye","Searchlight Pictures / Freckle Films / MWM Studios",1233101988994306048,"1233101988994306048","The Eyes of Tammy Faye","eyesoftammyfaye",TRUE,"#TheEyesofTammyFaye",2021-09-17,"202109170000","202108180000"
"tt9124868","Rollers","Level 33 Entertainment",NA,NA,NA,NA,NA,"#Rollers",2021-06-25,"202106250000","202105260000"
"tt9130508","Cherry","Apple TV+ / AGBO",27384718,"27384718","Matthew A. Cherry","MatthewACherry",TRUE,"#Cherry",2021-03-12,"202103120000","202102100000"
"tt9143112","Falling","Quiver Distribution",266654041,"266654041","Falling Skies","FallingSkiesTNT",TRUE,"#Falling",2021-02-05,"202102050000","202101060000"
"tt9173154","Separation","Open Road Films / Briarcliff Entertainment",14235041,"14235041","Americans United","americansunited",TRUE,"#Separation",2021-04-30,"202104300000","202103310000"
"tt9203694","Stowaway","Netflix / XYZ Films",NA,NA,NA,NA,NA,"#Stowaway",2021-04-22,"202104220000","202103230000"
"tt9224288","Mainstream","IFC Films / American Zoetrope",NA,NA,NA,NA,NA,"#Mainstream",2021-05-07,"202105070000","202104070000"
"tt9243804","The Green Knight","A24 / Bron Creative",1215736303544868864,"1215736303544868864","The Green Knight","TheGreenKnight",TRUE,"#TheGreenKnight",2021-07-30,"202107300000","202106300000"
"tt9288692","Werewolves Within","IFC Films / Ubisoft Film & Television",50942395,"50942395","Sam Richardson","SamRichardson",TRUE,"#WerewolvesWithin",2021-07-02,"202107020000","202106020000"
"tt9347730","Candyman","Universal Pictures / Metro-Goldwyn-Mayer / Bron Creative / Monkeypaw Productions",1067571577686880256,"1067571577686880259","Candyman","CandymanMovie",TRUE,"#Candyman",2021-08-27,"202108270000","202107280000"
"tt9357050","Dear Evan Hansen","Universal Pictures / Perfect World Pictures",2915629133,"2915629133","Dear Evan Hansen","DearEvanHansen",TRUE,"#DearEvanHansen",2021-09-24,"202109240000","202108250000"
"tt9376612","Shang-Chi and the Legend of the Ten Rings","Marvel Studios",1148979262659145728,"1148979262659145728","Shang-Chi","shangchi",TRUE,"#Shang-ChiandtheLegendoftheTenRings",2021-09-03,"202109030000","202108040000"
"tt9419056","The Unholy","Screen Gems / Ghost House Pictures",2255811211,"2255811211","The Unholy Movie","UnholyMovie",TRUE,"#TheUnholy",2021-04-02,"202104020000","202103030000"
"tt9421570","The Guilty","Netflix / Bold Films / Nine Stories Productions",4430502617,"4430502617","The Guilty Feminist","GuiltFemPod",TRUE,"#TheGuilty",2021-10-01,"202110010000","202109010000"
"tt9598214","Naked Singularity","Screen Media Films / Scott Free Productions",NA,NA,NA,NA,NA,"#NakedSingularity",2021-08-13,"202108130000","202107140000"
"tt9608818","Our Friend","Gravitas Ventures / Black Bear Pictures",1323739330091757568,"1323739330091757568","Our Friend","OurFriendMovie",TRUE,"#OurFriend",2021-01-29,"202101290000","202012300000"
"tt9620288","King Richard","Warner Bros. Pictures / Westbrook Studios / HBO Max",2233154425,"2233154425","Stephen King","StephenKing",TRUE,"#KingRichard",2021-11-19,"202111190000","202110200000"
"tt9664108","Voyagers","Lionsgate / AGC Studios / Thunder Road Films / Ingenious Media",1088250882666332160,"1088250882666332160","Voyagers","VoyagersFilm",TRUE,"#Voyagers",2021-04-09,"202104090000","202103100000"
