"movie_id","revenue","total_runtime_in_minute","meta_crtics_count","meta_score","release_date"
"tt4397498",0,NA,0,NA,NA
"tt3983808",0,NA,1,NA,NA
"tt2376218",0,95,39,32,1429833600
"tt3881784",1611040,119,179,76,1506643200
"tt1895587",295009,129,510,93,1447977600
"tt1954811",0,89,9,NA,1366416000
"tt12462118",0,NA,0,NA,NA
"tt8747160",0,99,56,NA,1615420800
"tt10127490",0,87,2,NA,NA
"tt7979492",0,86,12,NA,NA
"tt7588114",0,NA,0,NA,NA
"tt8998472",0,92,54,NA,1543881600
"tt5780226",0,NA,0,NA,NA
"tt6746920",0,NA,1,NA,NA
"tt10307856",0,81,13,48,1599177600
"tt12434942",0,NA,6,NA,NA
"tt10919250",0,NA,1,NA,1579305600
"tt8451712",0,119,13,61,1595548800
"tt7722000",0,90,2,NA,1519430400
"tt2709652",0,NA,0,NA,NA
"tt1084950",293369,113,230,82,NA
"tt13496518",0,NA,0,NA,NA
"tt13744128",0,NA,0,NA,NA
"tt11342082",0,NA,0,NA,NA
"tt10627764",0,NA,1,NA,1566864000
"tt9827526",0,NA,2,NA,NA
"tt5113040",46652680,86,162,55,1559865600
"tt9265550",0,NA,0,NA,NA
"tt9411752",0,NA,1,NA,1542931200
"tt10284690",0,NA,0,NA,NA
"tt5206260",0,90,78,68,1587513600
"tt3788052",0,90,4,NA,NA
"tt2450334",0,96,16,NA,NA
"tt2008633",0,85,5,NA,1329436800
"tt9562296",0,81,2,NA,NA
"tt10923940",0,67,37,NA,1615766400
"tt8758086",0,88,24,48,1553904000
"tt6722726",0,106,40,71,1581638400
"tt6884380",5847,122,18,91,1540512000
"tt10887902",0,80,57,68,1596758400
"tt6521876",93520,105,79,46,NA
"tt10515852",0,82,6,NA,1567382400
"tt10622136",0,80,3,NA,NA
"tt10396032",0,NA,0,NA,NA
"tt9084608",0,NA,0,NA,NA
"tt6624126",0,90,13,NA,1520294400
"tt5949946",0,82,6,NA,1479513600
"tt4680182",120226,109,318,70,NA
"tt7429362",0,88,1,NA,NA
"tt4557956",0,91,10,46,NA
"tt1699509",0,90,5,NA,1500768000
"tt6495564",0,NA,1,NA,1558051200
"tt5496244",0,84,2,NA,NA
"tt8906524",0,83,34,NA,1605225600
"tt11967590",0,NA,0,NA,NA
"tt6865690",0,90,44,37,1558051200
"tt3829266",24632284,107,416,48,1536883200
"tt13189798",0,84,3,NA,1607040000
"tt10920376",0,75,1,NA,1574121600
"tt14642040",0,NA,0,NA,NA
"tt7386668",0,82,2,NA,NA
"tt5576992",0,88,0,NA,NA
"tt11656536",0,NA,0,NA,NA
"tt11915906",0,NA,0,NA,NA
"tt8792518",0,NA,0,NA,NA
"tt7539534",0,NA,0,NA,NA
"tt8709384",0,NA,0,NA,NA
"tt9691136",39117,83,161,66,1609459200
"tt10502782",0,NA,0,NA,NA
"tt5125038",0,NA,0,NA,NA
"tt8146008",0,NA,0,NA,NA
"tt8778174",0,NA,0,NA,NA
"tt7737640",0,96,32,24,1613088000
"tt0837563",24502775,101,341,57,1554422400
"tt5977276",56419,108,113,43,1552608000
"tt6483806",0,NA,0,NA,NA
"tt8854340",0,NA,0,NA,1467244800
"tt3500724",0,101,3,NA,NA
"tt3838730",0,NA,0,NA,1416441600
"tt3716150",0,NA,0,NA,NA
"tt11385670",0,90,5,NA,NA
"tt11357754",0,86,4,NA,1600473600
"tt5848416",0,100,8,NA,1552003200
"tt3906502",0,NA,0,NA,NA
"tt13160412",0,NA,9,NA,1600992000
"tt3907584",0,107,60,61,1582848000
"tt10603836",0,NA,2,NA,NA
"tt6975598",0,85,8,NA,1560470400
"tt13780300",0,NA,0,NA,1608595200
"tt13852144",0,NA,0,NA,NA
"tt13870284",0,NA,0,NA,1602201600
"tt9248110",0,89,23,40,NA
"tt1754316",0,90,2,NA,1548115200
"tt3901006",0,103,0,NA,NA
"tt8685520",0,98,1,NA,1567728000
"tt11517690",0,NA,0,NA,1550102400
"tt7948278",0,NA,0,NA,1600560000
"tt11642646",0,NA,0,NA,NA
"tt8064418",0,109,11,NA,1579824000
"tt5446820",0,NA,3,NA,1578009600
"tt8290068",0,82,3,NA,NA
"tt12590614",0,NA,0,NA,NA
"tt13026748",0,NA,0,NA,1599696000
"tt5918734",0,99,5,NA,NA
"tt4538294",0,84,1,NA,1533081600
"tt5580392",0,96,8,NA,1522972800
"tt7547410",17431588,102,136,63,1565308800
"tt7133686",0,106,21,NA,1536278400
"tt12132724",0,NA,0,NA,NA
"tt6945932",0,87,11,50,NA
"tt3171832",0,90,34,50,1485475200
"tt3622110",0,93,86,45,1486080000
"tt8623904",11441055,103,179,50,NA
"tt5463162",125507153,119,536,66,1526601600
"tt7939830",0,NA,0,NA,NA
"tt5461944",88065,123,169,62,1553817600
"tt5785116",0,128,21,NA,NA
"tt3741834",123360,118,363,69,1483660800
"tt4024210",0,102,16,NA,NA
"tt9594664",0,NA,14,NA,NA
"tt3562966",0,86,13,NA,NA
"tt1692288",0,NA,0,NA,NA
"tt1733569",0,NA,0,NA,NA
"tt1192629",0,113,4,NA,NA
"tt0770192",0,NA,0,NA,NA
"tt0420508",0,NA,0,NA,NA
"tt0303661",0,89,11,NA,NA
"tt0255582",0,80,5,NA,NA
"tt0139737",0,105,1,NA,NA
"tt3687810",0,NA,0,NA,NA
"tt2381249",55520089,131,511,75,1438300800
"tt0810924",0,90,22,NA,NA
"tt0785054",0,132,0,NA,NA
"tt5700182",0,101,161,74,1559001600
"tt3458254",0,87,36,NA,1536883200
"tt8111210",0,84,2,NA,NA
"tt7659054",0,NA,2,NA,NA
"tt8615822",0,128,36,NA,1624147200
"tt8633748",0,90,22,NA,1602806400
"tt7488208",0,95,96,60,1603411200
"tt3152592",0,93,144,43,1589500800
"tt6859762",401563,111,94,67,NA
"tt2188568",0,NA,0,NA,NA
"tt2445178",0,98,9,30,NA
"tt4142044",0,NA,1,NA,NA
"tt3549120",0,NA,0,NA,NA
"tt8391548",0,90,5,NA,1612483200
"tt6627168",0,73,13,NA,NA
"tt11266868",0,89,11,NA,NA
"tt11686750",0,NA,1,NA,1591660800
"tt13033626",0,NA,0,NA,NA
"tt11775760",0,NA,0,NA,NA
"tt9733916",0,NA,0,NA,NA
"tt2737304",0,124,231,51,1545350400
"tt1413492",15815025,130,169,54,1516320000
"tt2246809",0,114,2,NA,NA
"tt0810836",0,105,26,35,1594944000
"tt5294522",0,98,36,57,1605571200
"tt1488606",0,125,140,61,1552435200
"tt8874916",0,NA,1,NA,NA
"tt8499632",0,NA,0,NA,NA
"tt9076562",0,101,126,47,1593129600
"tt14828824",0,NA,0,NA,NA
"tt14271162",0,NA,0,NA,NA
"tt8031422",0,86,33,NA,1534636800
"tt5634960",0,109,9,59,NA
"tt7941652",0,NA,0,NA,NA
"tt12534640",0,NA,0,NA,NA
"tt8521718",0,126,115,52,1614297600
"tt12235026",0,NA,3,NA,NA
"tt11134340",0,114,6,NA,NA
"tt7884646",0,NA,0,NA,NA
"tt4785382",0,NA,6,NA,NA
"tt4614906",0,NA,6,NA,NA
"tt10712218",0,NA,0,NA,NA
"tt3329456",0,96,1,NA,1548374400
"tt14562110",0,NA,0,NA,1589760000
"tt10661180",246491,90,22,58,1600992000
"tt8143990",215675,104,164,78,1600992000
"tt8526872",0,118,155,76,1571961600
"tt3730640",0,NA,0,NA,NA
"tt1227774",0,87,1,NA,NA
"tt2634340",0,NA,0,NA,NA
"tt0424125",0,88,2,NA,NA
"tt9731682",190649,118,67,41,NA
"tt8876446",0,227,6,NA,1567123200
"tt1137450",13010267,107,260,31,1519948800
"tt8310474",0,129,78,52,1637712000
"tt8688634",9261268,99,165,51,1574380800
"tt1906384",0,85,12,30,NA
"tt5050010",0,NA,0,NA,NA
"tt2235108",347959,108,132,79,NA
"tt5352908",0,95,2,NA,NA
"tt1255891",0,NA,18,NA,NA
"tt0485097",0,90,1,NA,NA
"tt0374783",41704,90,1,NA,NA
"tt10016180",4705527,128,225,54,1611878400
"tt7817046",0,NA,0,NA,NA
"tt8380852",0,NA,1,NA,NA
"tt4941032",0,NA,2,NA,NA
"tt4446034",0,NA,0,NA,NA
"tt2076822",3775350,109,164,38,1614902400
"tt13976074",0,NA,2,NA,NA
"tt7146812",39119861,102,325,61,1583452800
"tt12630234",0,NA,1,NA,NA
"tt4712076",4667,90,20,64,1542326400
"tt7374436",0,NA,0,NA,NA
"tt5541240",0,107,77,64,1499990400
"tt4438848",21760405,92,216,58,1463702400
"tt8772262",6560030,148,428,72,1562112000
"tt2388771",0,104,117,51,1544140800
"tt4669788",686355,NA,183,59,1547164800
"tt6017942",3035618,102,111,35,1535673600
"tt12362188",0,NA,3,NA,NA
"tt7394674",0,98,87,63,1588032000
"tt7790166",0,NA,1,NA,NA
"tt7401840",0,121,17,NA,1626998400
"tt1507002",0,111,7,58,1563494400
"tt7642326",0,84,2,NA,NA
"tt4301112",0,89,21,NA,NA
"tt5249200",0,82,12,63,1547769600
"tt5641086",0,NA,0,NA,NA
"tt4400824",0,NA,1,NA,NA
"tt10055892",0,NA,0,NA,NA
"tt7335710",0,90,3,NA,NA
"tt5164214",41607378,110,353,61,1528416000
"tt6142992",0,NA,0,NA,NA
"tt1155060",4808,93,21,54,NA
"tt10306516",0,76,11,43,NA
"tt7886936",0,92,38,59,1604966400
"tt7320060",0,NA,1,NA,NA
"tt5016946",0,95,47,60,1496361600
"tt3922798",0,108,19,NA,1475798400
"tt14915900",0,NA,0,NA,NA
"tt9291516",0,NA,0,NA,NA
"tt8352382",0,NA,0,NA,NA
"tt8008354",0,NA,1,NA,NA
"tt6798316",0,NA,0,NA,NA
"tt10897328",0,NA,0,NA,NA
"tt3960240",0,NA,10,NA,1535068800
"tt8840570",0,NA,0,NA,1525651200
"tt6998016",0,NA,0,NA,NA
"tt11074594",0,NA,0,NA,NA
"tt2711628",0,112,0,NA,1583020800
"tt10601604",0,NA,0,NA,NA
"tt5634962",0,95,3,NA,NA
"tt5963132",0,88,25,NA,NA
"tt3498820",179139142,147,672,75,1462492800
"tt1266036",0,102,41,53,1588896000
"tt8850932",948,97,4,NA,1588896000
"tt9055172",0,NA,0,NA,NA
"tt8005384",0,NA,0,NA,NA
"tt11935556",0,NA,0,NA,NA
"tt13389096",0,NA,0,NA,NA
"tt10521092",0,124,32,NA,1634256000
"tt13460796",0,NA,0,NA,NA
"tt8362736",0,86,29,81,NA
"tt13060796",0,76,6,NA,1604880000
"tt8075016",0,99,38,NA,NA
"tt11086128",0,NA,4,NA,NA
"tt11083974",0,NA,1,NA,1571356800
"tt8295516",0,NA,6,NA,NA
"tt9099984",0,NA,0,NA,NA
"tt9148706",0,106,103,62,1600992000
"tt8019694",19435,100,71,55,1571961600
"tt11468188",0,NA,1,NA,NA
"tt8259532",0,NA,1,NA,NA
"tt7531096",31305,90,8,NA,NA
"tt7058080",0,98,33,47,1567123200
"tt7456310",3600647,118,139,40,1561075200
"tt10221084",0,NA,0,NA,NA
"tt8525070",0,83,9,NA,NA
"tt8075202",7321,75,47,67,NA
"tt4680196",625,105,53,44,1502409600
"tt11231280",0,85,4,NA,1624579200
"tt11349958",231908,99,0,NA,NA
"tt8723856",0,NA,1,NA,NA
"tt3947868",0,NA,12,NA,NA
"tt3754976",0,110,28,NA,NA
"tt10235718",0,96,19,11,1607040000
"tt12062086",0,95,1,NA,NA
"tt10240450",0,NA,1,NA,NA
"tt2275743",0,NA,25,34,1549584000
"tt5836706",8715,128,18,NA,NA
"tt13710340",0,NA,0,NA,1608854400
"tt1086064",1125007,91,201,65,NA
"tt12205028",0,NA,0,NA,NA
"tt10576796",0,NA,0,NA,NA
"tt13129216",0,145,0,NA,NA
"tt3661394",0,95,86,58,1597968000
"tt5316540",0,94,69,51,1547769600
"tt4439620",0,99,21,22,1610064000
"tt8976696",0,99,43,56,1619740800
"tt9169036",0,96,137,81,1609804800
"tt1478839",8137584,109,75,43,1565308800
"tt13342190",0,84,4,NA,NA
"tt10803786",0,86,3,NA,NA
"tt5644062",0,90,9,NA,NA
"tt2806390",0,88,17,37,1475193600
"tt4678978",0,NA,5,NA,NA
"tt4738776",0,94,11,49,NA
"tt5730832",0,NA,1,NA,NA
"tt1600196",4104552,106,299,69,1410480000
"tt2719202",0,NA,0,NA,NA
"tt8243286",0,111,9,52,1580428800
"tt7231342",338216,127,75,55,1559260800
"tt3700852",0,100,2,NA,NA
"tt2414040",0,102,15,37,NA
"tt2234032",0,99,17,48,NA
"tt13429362",505723,107,126,63,1618531200
"tt7534150",0,102,10,NA,NA
"tt12264660",0,NA,0,NA,NA
"tt4228294",13178,104,57,67,NA
"tt12929868",0,NA,4,NA,NA
"tt12439434",0,NA,0,NA,1601510400
"tt9886850",0,NA,0,NA,NA
"tt9813338",0,NA,0,NA,NA
"tt2543508",7693,102,17,57,1389312000
"tt11769528",0,NA,0,NA,NA
"tt8870076",0,NA,0,NA,NA
"tt6615498",0,NA,0,NA,1547942400
"tt3260760",0,88,5,NA,NA
"tt10842550",0,NA,0,NA,1562025600
"tt6107558",0,NA,2,NA,NA
"tt6752782",0,NA,0,NA,NA
"tt11341274",0,NA,0,NA,NA
"tt8943224",0,89,33,61,1598400000
"tt7846056",0,99,18,68,1573776000
"tt6873690",0,95,4,NA,NA
"tt7187768",0,93,16,71,NA
"tt8897576",0,NA,0,NA,NA
"tt7558302",0,100,20,50,1562889600
"tt9863808",0,NA,0,NA,NA
"tt8495446",0,NA,4,NA,NA
"tt7212992",0,95,1,NA,NA
"tt6491178",0,158,200,60,1553212800
"tt8266038",0,NA,1,NA,NA
"tt7321344",0,NA,0,NA,NA
"tt4959578",0,NA,0,NA,1475280000
"tt4077240",0,NA,0,NA,NA
"tt6382600",0,NA,0,NA,NA
"tt14690108",0,NA,0,NA,NA
"tt13450310",0,NA,0,NA,NA
"tt6812462",0,NA,0,NA,NA
"tt2187119",0,NA,0,NA,NA
"tt6245958",0,NA,0,NA,NA
"tt5688394",0,NA,0,NA,NA
"tt2076927",0,102,0,NA,NA
"tt3378384",0,98,3,NA,NA
"tt5218740",0,104,2,NA,NA
"tt2973286",0,80,1,NA,NA
"tt3253484",0,NA,0,NA,NA
"tt4156816",0,115,0,NA,NA
"tt7690284",0,NA,0,NA,NA
"tt7218518",740313,140,56,NA,NA
"tt5085522",0,83,52,NA,1536278400
"tt10670236",0,NA,3,NA,NA
"tt3868334",0,NA,0,NA,NA
"tt3291238",0,NA,0,NA,NA
"tt14403480",0,NA,0,NA,NA
"tt8726250",0,NA,0,NA,NA
"tt7545566",18065,106,55,72,1533859200
"tt7901856",0,NA,0,NA,NA
"tt4144332",0,92,21,65,1489708800
"tt8745960",0,100,121,61,1575590400
"tt4799066",4003993,91,90,38,1521763200
"tt4960764",0,105,8,NA,NA
"tt2927212",0,89,7,NA,1467676800
"tt13453940",0,NA,3,NA,1607385600
"tt4194558",0,91,9,NA,1605225600
"tt8389830",0,NA,0,NA,1525737600
"tt5322012",5467084,90,142,32,1499990400
"tt9070798",0,104,7,NA,1601337600
"tt9252508",0,101,29,NA,1568332800
"tt7018200",0,NA,0,NA,NA
"tt5523684",0,NA,0,NA,1553472000
"tt5267472",0,108,12,NA,1516320000
"tt12286412",0,NA,0,NA,NA
"tt12330500",0,NA,0,NA,NA
"tt3979300",0,100,19,NA,1597363200
"tt2250912",117027503,133,584,73,1499385600
"tt5424346",0,NA,0,NA,NA
"tt8169446",0,103,57,56,1557446400
"tt6182708",0,NA,1,NA,NA
"tt4537842",0,NA,30,NA,1449187200
"tt10313336",0,66,1,NA,NA
"tt6107548",246305,102,184,70,1560470400
"tt7461200",29077,93,39,58,NA
"tt10095308",0,94,8,66,NA
"tt9833406",0,NA,1,NA,NA
"tt10362466",422899,105,51,14,1603411200
"tt4161036",0,84,9,NA,NA
"tt3815728",0,NA,0,NA,NA
"tt8656686",0,98,6,NA,NA
"tt4154664",153433423,123,534,64,1552003200
"tt5616294",0,100,37,44,1522972800
"tt2361317",33336,129,305,49,1484265600
"tt4776398",0,NA,3,NA,NA
"tt12261856",0,NA,1,NA,NA
"tt4196848",338551,104,37,37,NA
"tt12559456",0,NA,0,NA,NA
"tt2376516",0,NA,1,NA,NA
"tt9409846",0,NA,0,NA,NA
"tt5664636",15802225,90,105,53,1539302400
"tt2004216",0,86,1,NA,NA
"tt3697418",0,85,3,NA,NA
"tt2303112",0,88,1,NA,NA
"tt8647310",13796,95,43,61,NA
"tt5301084",0,NA,0,NA,NA
"tt13567480",0,70,45,NA,1609027200
"tt13521912",0,NA,0,NA,1579219200
"tt1496040",0,NA,0,NA,NA
"tt2461150",6541205,95,108,47,1475193600
"tt5461956",0,89,20,21,1516924800
"tt3401882",12201873,91,123,37,1487289600
"tt9643214",0,NA,7,NA,1581724800
"tt7125860",224476,119,292,87,1545696000
"tt4557208",0,93,34,13,NA
"tt5669936",6570,90,35,NA,1496361600
"tt4594834",1198453,127,168,77,NA
"tt5113250",0,90,11,NA,NA
"tt3748528",155081681,133,716,65,1481846400
"tt4938602",0,NA,9,NA,1448150400
"tt10590408",0,92,2,NA,1608508800
"tt11120440",0,85,1,NA,NA
"tt1078896",0,NA,0,NA,NA
"tt5150312",0,NA,0,NA,NA
"tt17005956",0,NA,0,NA,1603152000
"tt17005968",0,NA,0,NA,1601510400
"tt17005980",0,NA,0,NA,1600128000
"tt17006016",0,NA,0,NA,1599004800
"tt12540386",0,NA,0,NA,1591920000
"tt14040086",0,88,1,NA,NA
"tt10195452",46410,90,18,24,NA
"tt9160112",0,NA,0,NA,NA
"tt7324726",0,90,9,NA,NA
"tt4573706",0,90,3,NA,NA
"tt5420210",0,104,48,NA,NA
"tt14067406",0,NA,0,NA,1600300800
"tt13623948",0,NA,0,NA,1599696000
"tt6189022",21380987,121,195,45,1566518400
"tt5862166",0,98,26,26,NA
"tt14130412",0,NA,0,NA,NA
"tt14129424",0,NA,0,NA,NA
"tt13598262",0,NA,0,NA,1606694400
"tt11237714",274631,94,4,NA,1604620800
"tt14129392",0,NA,0,NA,NA
"tt8096832",0,111,55,48,1573516800
"tt10945060",0,NA,4,NA,1570492800
"tt8575060",0,NA,3,NA,NA
"tt14423998",0,NA,0,NA,NA
"tt10655232",0,NA,1,NA,NA
"tt11142536",0,114,3,NA,NA
"tt9903504",0,NA,0,NA,NA
"tt8537030",0,NA,0,NA,NA
"tt6739094",0,71,14,NA,1565913600
"tt2279373",55365012,92,149,62,1423180800
"tt6172460",0,NA,13,NA,1565308800
"tt8796482",0,NA,0,NA,NA
"tt5790356",0,NA,0,NA,NA
"tt9650190",0,NA,0,NA,NA
"tt3632322",0,NA,1,NA,NA
"tt2499534",0,NA,0,NA,NA
"tt8637428",355662,100,247,89,1565308800
"tt8675288",0,89,14,NA,1597363200
"tt12093878",0,81,8,NA,NA
"tt10925958",0,NA,0,NA,NA
"tt12773360",0,NA,0,NA,NA
"tt12773294",0,NA,0,NA,NA
"tt12773160",0,NA,0,NA,NA
"tt12759402",0,NA,0,NA,NA
"tt10119186",0,NA,0,NA,NA
"tt4575576",24585139,104,257,60,1533254400
"tt8389438",0,NA,4,NA,NA
"tt6518270",5212,108,49,54,1539907200
"tt7684054",0,NA,0,NA,NA
"tt4520988",130263358,103,289,64,1574380800
"tt7456334",0,NA,0,NA,NA
"tt7374948",0,101,80,64,1559260800
"tt6146586",56818067,130,397,73,1558051200
"tt4154916",2375325,107,88,19,1547164800
"tt7301572",0,NA,0,NA,1508716800
"tt5092964",0,NA,0,NA,NA
"tt6913272",0,NA,0,NA,NA
"tt7126292",0,NA,0,NA,NA
"tt1392266",0,NA,0,NA,NA
"tt1083998",0,NA,0,NA,NA
"tt3783958",881104,128,704,94,NA
"tt5869238",0,NA,0,NA,1443139200
"tt3707060",0,NA,0,NA,NA
"tt1349482",0,102,9,NA,1251763200
"tt0422720",5361050,123,254,65,1161302400
"tt13972044",0,NA,1,NA,NA
"tt12885438",0,NA,39,NA,1605571200
"tt2527336",220009584,152,720,84,1513296000
"tt10808832",0,113,70,72,1607558400
"tt6341086",0,100,12,NA,NA
"tt9861408",0,NA,0,NA,NA
"tt2328900",194777,124,234,60,1545350400
"tt10767066",0,105,15,53,NA
"tt2274648",12045147,NA,273,31,1555027200
"tt6900448",63325,98,118,81,NA
"tt5785510",0,NA,5,NA,NA
"tt8241000",0,84,15,NA,1637280000
"tt10451852",15700,124,90,72,1627603200
"tt1025100",20552372,117,289,38,1570752000
"tt6439020",475800,119,179,77,1598572800
"tt11697138",0,NA,2,NA,NA
"tt8176578",0,74,21,NA,1533340800
"tt4481414",446380,101,209,60,1491955200
"tt2387499",5461475,105,113,34,1477008000
"tt1967669",0,91,1,NA,1430697600
"tt6400316",0,94,6,NA,NA
"tt5294198",0,95,72,66,1488499200
"tt4181270",0,85,22,82,1510272000
"tt5143700",0,82,10,52,1456444800
"tt2714072",0,NA,1,NA,NA
"tt2327319",0,85,7,NA,NA
"tt1593695",0,NA,0,NA,NA
"tt0959329",0,98,25,NA,NA
"tt0883410",0,80,2,NA,NA
"tt6139732",91500929,128,363,53,1558656000
"tt5848272",56237634,112,278,71,1542758400
"tt12831304",0,NA,0,NA,NA
"tt11394340",21490,95,24,70,1625788800
"tt8488518",0,97,8,41,1587081600
"tt2394063",7000,107,53,54,1461110400
"tt2106529",0,85,8,NA,1391731200
"tt1520495",0,NA,2,NA,NA
"tt0997143",0,95,9,NA,NA
"tt11285280",532773,90,84,70,NA
"tt9001480",0,NA,0,NA,NA
"tt7040874",16011689,117,298,67,1536883200
"tt8771780",0,NA,0,NA,NA
"tt8393162",0,NA,0,NA,1512864000
"tt13787776",0,NA,0,NA,NA
"tt13109178",0,NA,0,NA,NA
"tt5883570",53000,NA,49,75,1541116800
"tt6426928",0,99,1,NA,1483488000
"tt6259380",0,98,52,48,1576195200
"tt6944936",0,89,1,NA,NA
"tt5574166",0,NA,2,NA,1458604800
"tt10676012",0,109,59,65,1613088000
"tt5814534",13354798,102,132,54,1577232000
"tt5987420",0,NA,0,NA,1602115200
"tt13050556",0,NA,0,NA,1610582400
"tt11859016",0,NA,1,NA,NA
"tt11559486",0,NA,2,NA,NA
"tt10265034",899810,89,129,61,1613088000
"tt12275248",0,NA,0,NA,NA
"tt4779326",181046,91,49,68,1620345600
"tt5714470",106084,94,63,40,1605225600
"tt8010354",0,NA,1,NA,NA
"tt5585272",0,103,11,NA,1632441600
"tt8451954",0,99,1,NA,1593561600
"tt5327410",0,91,4,NA,NA
"tt11655202",15441,116,158,81,1621555200
"tt10288566",0,117,270,79,1608249600
"tt5807606",0,NA,8,NA,1573171200
"tt6938828",92856,111,168,76,NA
"tt12369802",0,NA,0,NA,1589760000
"tt14237678",0,NA,0,NA,1578355200
"tt6878306",2250430,118,233,73,NA
"tt1935179",2215891,130,386,76,1368144000
"tt1068242",15556113,113,153,58,1318550400
"tt10635878",0,NA,0,NA,NA
"tt12700734",0,NA,0,NA,NA
"tt8492566",0,97,7,NA,NA
"tt13341432",0,84,4,NA,NA
"tt8305806",65908,95,173,61,1588291200
"tt7441632",0,90,0,NA,NA
"tt5713426",0,85,1,NA,NA
"tt4767274",0,81,3,NA,NA
"tt7923118",0,100,24,NA,NA
"tt12393472",0,146,0,NA,NA
"tt11800392",0,NA,0,NA,NA
"tt5884230",89921,102,136,71,1505433600
"tt1430612",9516855,90,182,40,1398384000
"tt7405940",0,90,3,NA,1525478400
"tt3431286",0,NA,1,NA,NA
"tt5745228",0,NA,3,NA,NA
"tt10468754",0,NA,7,NA,NA
"tt7149730",53205,93,50,NA,1595030400
"tt7025710",0,NA,0,NA,NA
"tt9032888",0,89,11,NA,1557964800
"tt9033636",0,94,4,NA,1543708800
"tt9346552",0,NA,0,NA,NA
"tt8652584",0,106,14,NA,1576195200
"tt7390646",8376846,108,79,54,NA
"tt3138122",0,98,23,50,1563494400
"tt5932728",0,124,72,27,1557446400
"tt3647498",0,88,178,66,1472169600
"tt2333784",15879645,126,340,35,1408060800
"tt2378507",4678548,127,163,56,1502409600
"tt7262882",92663,107,61,72,NA
"tt3896198",146510104,136,593,67,1493942400
"tt4520364",2012709,92,193,48,1472774400
"tt4729430",0,96,114,65,1573776000
"tt8591260",0,97,4,NA,1572566400
"tt3076510",580,89,5,NA,1602201600
"tt6365796",4560,102,24,69,NA
"tt5140878",35006404,109,293,62,1502409600
"tt2345759",31688375,111,441,34,1496966400
"tt1972591",15371270,126,358,41,1494547200
"tt7747810",0,NA,0,NA,NA
"tt6483870",0,NA,0,NA,NA
"tt2091229",0,92,14,NA,NA
"tt1705773",0,88,51,NA,NA
"tt1442539",0,NA,0,NA,NA
"tt5563718",0,90,4,NA,1605830400
"tt6643972",5936,96,80,60,NA
"tt7448180",0,95,25,NA,NA
"tt3399078",0,85,4,NA,1451606400
"tt2641250",0,NA,1,NA,NA
"tt8242084",0,99,107,46,1593129600
"tt7319822",0,95,6,NA,1576108800
"tt8809652",0,89,23,13,1569542400
"tt3588588",0,92,44,34,1544745600
"tt1262914",0,89,0,NA,NA
"tt7698468",35098,123,49,65,1601596800
"tt4530422",10202108,110,285,60,1541721600
"tt7451234",0,85,1,NA,NA
"tt4567208",0,96,0,NA,NA
"tt5496328",0,NA,1,NA,1468972800
"tt11376960",0,NA,0,NA,NA
"tt5921464",0,119,1,NA,NA
"tt2925664",0,90,3,NA,NA
"tt9419834",0,97,33,NA,1563408000
"tt7036540",0,85,0,NA,NA
"tt2585736",0,94,3,NA,1565654400
"tt8502924",0,NA,0,NA,1550016000
"tt8493638",0,83,3,NA,NA
"tt4717208",0,88,4,NA,1513036800
"tt3229488",0,86,14,NA,1494288000
"tt5841936",0,NA,0,NA,NA
"tt2507030",0,NA,0,NA,NA
"tt1291584",5242107,140,334,71,1315526400
"tt1597033",0,99,17,NA,NA
"tt1426325",0,109,18,NA,NA
"tt1144797",0,90,16,NA,NA
"tt3532216",16776390,115,331,65,1506643200
"tt4846340",515499,127,430,74,1483660800
"tt3410834",29027348,NA,216,33,1458259200
"tt10333426",0,103,103,40,1612483200
"tt10514222",0,94,215,87,1608249600
"tt5439812",1200013,86,115,76,1625011200
"tt4537896",8860431,111,129,59,1536883200
"tt4938050",0,82,6,NA,1477180800
"tt4795630",0,NA,0,NA,NA
"tt13708062",0,NA,0,NA,1608595200
"tt13400484",0,NA,0,NA,1604016000
"tt13366566",0,NA,0,NA,1603670400
"tt13306402",0,NA,0,NA,1602633600
"tt12761490",0,NA,0,NA,NA
"tt4286760",0,96,1,NA,NA
"tt6492692",0,NA,0,NA,NA
"tt4516040",0,88,0,NA,1601251200
"tt6129858",0,NA,0,NA,NA
"tt5501264",0,NA,0,NA,1456358400
"tt2179936",0,85,4,NA,NA
"tt6335722",0,NA,0,NA,1375228800
"tt9686708",0,136,185,67,1591920000
"tt5719748",11030233,119,216,57,1549584000
"tt5963314",3080,110,4,NA,NA
"tt3682448",15371203,142,506,81,1444953600
"tt14061372",0,NA,1,NA,1612828800
"tt10387818",0,NA,0,NA,NA
"tt11114708",0,111,5,NA,1595116800
"tt7569916",0,NA,0,NA,NA
"tt8695030",2540240,104,346,53,1560470400
"tt0265666",276981,110,222,76,1010102400
"tt4274656",0,96,3,NA,NA
"tt1954998",0,NA,0,NA,NA
"tt1507571",796,104,15,49,1512086400
"tt5228262",0,81,18,35,1537488000
"tt6914122",0,NA,73,53,1585267200
"tt6760876",0,127,90,54,1592524800
"tt7658384",0,117,35,62,NA
"tt5291792",0,83,10,NA,NA
"tt11024272",0,101,82,22,1599696000
"tt12826940",0,106,7,NA,NA
"tt10265818",0,NA,0,NA,1556236800
"tt5670364",0,95,5,NA,NA
"tt12528322",0,NA,0,NA,NA
"tt11655930",0,NA,0,NA,NA
"tt10127562",0,103,7,NA,NA
"tt9432226",0,NA,0,NA,NA
