"id","IMDB_Movie_ID","created_at","id_str","text","source","truncated","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","contributors","is_quote_status","quote_count","reply_count","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","filter_level","lang","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","SCONJ","SYM","VERB","X","negative.x","positive.x","<NA>.x","sentiment_Bing","Sentiment_affin","constraining","litigious","negative.y","positive.y","superfluous","uncertainty","<NA>.y","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","<NA>"
1339254876132425728,"tt11268742","Wed Dec 16 17:03:39 +0000 2020","1339254876132425730","people Music to our hearts <U+0001F3B6> TheUltimatePlaylistofNoise","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FALSE,1339231863773286400,"1339231863773286404",25589776,"25589776","people",
